Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Realme,025C0E81,Three nation allow agency organization case say difficult suffer page.,8296,01-09-2023,20-09-2023,1,Melanie Robles,Christopherland,North,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
Mobile Phone,Asus,EC7C1605,Whatever more like brother certainly force live far.,46741,09-05-2024,06-07-2024,5,Tracey Medina,West Derrickburgh,North,N/A,Samsung Exynos,16GB,128GB,N/A
Laptop,Nokia,D2735262,Voice character plan recognize name student management doctor grow bring first blood pass.,198746,23-12-2024,03-01-2025,4,Matthew Jones,West Kellyport,Central,i7,i7,16GB,1TB,2TB
Mobile Phone,Asus,49589F7B,Point operation job available few everyone education do perform book.,97203,04-08-2024,20-09-2024,8,Michael Jones,Reneeshire,West,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
Mobile Phone,Redmi,F27B7261,Pick remember machine discussion action laugh culture together management agent mission court continue.,55155,06-02-2025,27-02-2025,7,Edward West,East Carlshire,West,N/A,Apple A-Series,12GB,64GB,N/A
Mobile Phone,iQOO,46AC63BE,Region rise son free management buy late apply daughter upon.,102521,26-08-2024,23-09-2024,7,Tony Cooke,Port Gary,North,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
Laptop,iQOO,9EBF1EA5,Human edge subject finally realize Mrs role understand miss.,144126,08-06-2023,15-06-2023,5,Jennifer Tyler,Port Danchester,North,i7,i7,4GB,128GB,256GB
Laptop,Microsoft,22C4F968,Will man responsibility human while investment light season wait perform kind debate long.,141269,17-09-2024,09-10-2024,7,Brian Henderson,North Austinmouth,South,i3,i3,12GB,64GB,512GB
Laptop,OnePlus,BC527659,Employee evening collection similar so try explain together.,130704,03-05-2024,06-05-2024,2,Jason Kim,Lake Michelle,Central,Ryzen 5,Ryzen 5,6GB,64GB,2TB
Laptop,Nokia,2CD2748F,Thought expect he ever peace back this partner power suddenly respond both student.,196137,18-04-2024,03-05-2024,7,Elizabeth Dennis,Jenniferport,East,Ryzen 5,Ryzen 5,16GB,256GB,2TB
Mobile Phone,iQOO,4D93EB25,Team would woman wind high organization today huge food seven north now.,66881,12-01-2024,21-02-2024,7,Mary Payne,Mccarthyburgh,South,N/A,MediaTek Helio,8GB,512GB,N/A
Mobile Phone,Vivo,91341BEC,South clearly yet career consumer find hundred.,41008,22-05-2024,19-07-2024,3,Colleen Blankenship,Stephanieburgh,North,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Mobile Phone,Lenovo,0BD8A2B2,Democratic this point coach simply financial surface save.,76056,26-02-2024,18-04-2024,7,Robert Jones,New Robertchester,South,N/A,MediaTek Helio,8GB,256GB,N/A
Laptop,Acer,F5450732,Cause red blood late win son picture now yeah event answer response.,191504,16-11-2023,12-01-2024,1,Cathy Johnston,Daltonburgh,Central,Ryzen 7,Ryzen 7,12GB,128GB,256GB
Laptop,Nokia,54C3EAC7,Trouble keep good film add care.,148661,12-09-2023,11-11-2023,10,Andrea Kirk,Lake Johnfort,Central,i9,i9,4GB,1TB,512GB
Mobile Phone,Vivo,7AEA5645,Travel college feeling film seek public face soon through trial whether outside check.,199797,16-12-2024,21-12-2024,9,Karen Arroyo,Ryanmouth,Central,N/A,Samsung Exynos,16GB,64GB,N/A
Laptop,Redmi,6265E91F,Career vote face discover later left seem knowledge.,137589,18-12-2024,14-02-2025,4,Amy Gregory,Jeremyton,North,i5,i5,32GB,256GB,1TB
Laptop,OnePlus,CC601F94,Special oil certain within direction walk certainly product above him federal industry late.,72203,24-05-2023,16-06-2023,3,Ashley Roy,West Malik,West,i3,i3,12GB,256GB,512GB
Mobile Phone,HP,BD339F27,Hand still democratic hope its small whom.,122274,06-07-2023,06-08-2023,6,Dennis Kennedy,New Thomas,South,N/A,MediaTek Dimensity,4GB,64GB,N/A
Mobile Phone,Dell,A98C05B1,Together name effort detail customer entire protect back.,84381,12-08-2023,20-09-2023,4,Vincent Johnson,Mendozachester,South,N/A,Snapdragon 7s,4GB,512GB,N/A
Laptop,Acer,73A9261C,Teach still inside stock water teacher senior officer significant you population develop soon.,145589,01-06-2024,09-06-2024,10,Valerie Miller,Lake James,East,i9,i9,32GB,256GB,2TB
Mobile Phone,Google,FB38D432,Artist hotel according short evidence bar fight.,13904,13-09-2023,24-09-2023,10,Thomas Meyers,Mccartymouth,Central,N/A,Apple A-Series,4GB,128GB,N/A
Mobile Phone,Motorola,FE6FC751,Player draw police hold small reach special teach thousand ball wear will.,75341,04-06-2023,02-08-2023,10,Kathleen Craig,Brightshire,West,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Mobile Phone,Google,529DABE4,Week by network she simply stock its name beautiful.,162675,04-09-2024,08-09-2024,10,Michael Nguyen,West Joshuaburgh,West,N/A,Snapdragon 7s,32GB,256GB,N/A
Laptop,iQOO,4FC9EE27,Issue really language culture those population establish boy approach.,130976,30-12-2024,19-01-2025,7,Deborah Bryant,East Chase,North,i3,i3,4GB,64GB,512GB
Mobile Phone,Motorola,DE01F298,Music sound represent kitchen allow top situation box bad.,150470,12-04-2024,26-04-2024,2,Kimberly Garcia,Landryville,Central,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
Laptop,Samsung,5791491C,Base finish born Mrs for learn begin paper walk son environment weight that.,115148,23-06-2023,20-08-2023,6,Robert Parker,South James,West,Ryzen 5,Ryzen 5,16GB,1TB,512GB
Laptop,Dell,37E36FBB,Brother audience make event treatment charge receive adult.,149458,10-04-2024,27-04-2024,10,Laurie Torres,Villarrealfurt,Central,Ryzen 5,Ryzen 5,16GB,512GB,2TB
Laptop,Samsung,11F2DA00,Have finish score admit attorney wish.,6689,25-09-2024,12-10-2024,2,Kevin Wolfe,Martinside,North,Ryzen 3,Ryzen 3,12GB,512GB,256GB
Mobile Phone,Oppo,655F571A,Factor participant sing month authority property treatment.,114749,10-03-2025,08-04-2025,5,Denise Wood,Port Meghan,South,N/A,MediaTek Helio,32GB,128GB,N/A
Laptop,Oppo,634FD57D,Myself business accept decide final that either that listen economy.,187880,28-04-2024,09-06-2024,7,Jeremy Wolf,Susantown,West,i9,i9,12GB,512GB,1TB
Mobile Phone,Huawei,F2F99324,Sell benefit money step admit carry college rather item where tell build.,166239,08-02-2024,21-03-2024,9,Ruth Barnes,Lake Douglas,North,N/A,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Huawei,828D23A9,Fact relate positive ahead environmental exist hard.,163423,18-11-2024,29-12-2024,8,Morgan Navarro,Leslieshire,East,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
Laptop,Microsoft,262ED39C,Usually our blue whether statement sign garden others environmental.,199634,03-01-2025,06-01-2025,7,Kerri Wright,Vanessamouth,North,Ryzen 5,Ryzen 5,4GB,256GB,512GB
Laptop,Sony,872D879F,Operation sense this million morning sister affect less expect.,183600,22-03-2024,22-04-2024,7,Julie Howard,Vincentton,South,Ryzen 9,Ryzen 9,32GB,1TB,512GB
Mobile Phone,Samsung,6857AEEC,On city identify ground fine machine billion dark page contain.,135347,14-08-2024,12-10-2024,8,Melissa Wong,South Richardton,West,N/A,Samsung Exynos,16GB,256GB,N/A
Laptop,Google,DA9E6A7F,Whether camera hour level live hear authority yeah five step exactly.,35779,31-12-2024,16-01-2025,10,Jessica Williams,Lake Eric,Central,i9,i9,8GB,64GB,1TB
Laptop,Toshiba,4EE7D3C1,Pm statement amount almost benefit rich green lawyer stock imagine against sister pull.,151275,22-11-2024,03-12-2024,4,Daniel Garcia,Jacquelineberg,North,Ryzen 5,Ryzen 5,6GB,128GB,512GB
Mobile Phone,iQOO,613420C9,Capital simple law will politics administration amount drive standard.,104191,10-08-2023,21-09-2023,4,Susan Erickson,Lake Benjaminmouth,North,N/A,Samsung Exynos,8GB,1TB,N/A
Laptop,Microsoft,7CE94E9F,Effect drug place half spring low song subject.,144268,02-08-2024,16-08-2024,3,Danielle Ryan DDS,New Brittanyburgh,West,i7,i7,4GB,64GB,1TB
Mobile Phone,HP,8EF9E69D,Investment spend myself place season rest cup per process much eat perform hotel.,26025,04-01-2025,10-01-2025,3,David Hammond,Victoriaberg,Central,N/A,Samsung Exynos,6GB,64GB,N/A
Laptop,Apple,2BB8E6D2,Lawyer any identify road truth history.,187749,31-07-2024,14-09-2024,2,Julie Thomas,Michaelhaven,North,Ryzen 5,Ryzen 5,4GB,128GB,1TB
Laptop,Lenovo,73CC3FE5,Each evening eye understand level few teacher perhaps decision apply team its whom.,57202,01-05-2024,21-05-2024,1,Michael Patterson,South Jeffreyhaven,North,Ryzen 7,Ryzen 7,12GB,1TB,512GB
Laptop,Toshiba,8B5BD08B,Remember key weight suffer language be decide believe born.,184047,18-03-2024,21-04-2024,9,Carly Williams,Danielhaven,East,i7,i7,16GB,512GB,512GB
Mobile Phone,Huawei,C1673243,Fly participant according growth enjoy toward line class staff.,98787,20-09-2023,30-09-2023,4,John Williamson,Lake Lisa,North,N/A,MediaTek Dimensity,16GB,512GB,N/A
Laptop,Apple,FDB1831D,Protect business together away light base sign film kind dog.,90555,08-11-2024,02-01-2025,5,Joe Gentry,Port Sharonmouth,North,i9,i9,4GB,512GB,512GB
Laptop,Nokia,EC28E3CB,Military own role late performance pick research us finish.,197556,30-06-2023,01-08-2023,10,Timothy Khan,South Justin,Central,Ryzen 7,Ryzen 7,8GB,512GB,512GB
Laptop,Oppo,A679E155,International determine every standard tend technology very cover down probably fly.,86718,21-09-2023,19-11-2023,9,Joseph Doyle,Lake Jamesfurt,South,i9,i9,16GB,512GB,1TB
Mobile Phone,Acer,E4671871,With method any can although yet citizen could loss skill lead.,145974,05-01-2024,27-01-2024,9,Melanie Figueroa,East Robertview,West,N/A,MediaTek Dimensity,4GB,64GB,N/A
Laptop,Realme,F1E5739C,Challenge opportunity close someone national kid back help fight him hot trip girl.,101626,23-01-2024,02-03-2024,9,Joseph Miller,East Dawn,North,Ryzen 3,Ryzen 3,4GB,64GB,1TB
Mobile Phone,Sony,9C531B98,Watch contain artist must fight job there alone blue teacher.,42834,26-03-2024,10-04-2024,7,Gloria Whitney,Michaelborough,East,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,Apple,B2F0DD49,Before couple space magazine claim nature serious.,89889,11-11-2024,19-11-2024,1,William Tanner,Johnmouth,East,i7,i7,4GB,512GB,2TB
Laptop,Oppo,F1BB4BE3,They hope less matter left which start degree expert example Mr.,92073,06-09-2024,02-11-2024,9,Cynthia Gutierrez DDS,East Diamondmouth,Central,i9,i9,12GB,256GB,2TB
Laptop,Vivo,51EAD015,Authority team politics painting first stock by near where professor would style.,159512,25-07-2023,03-09-2023,10,Gail Kelly,Johnsonton,Central,Ryzen 9,Ryzen 9,32GB,256GB,2TB
Laptop,Dell,7DD5DE70,Perhaps describe their social reality expert.,156398,25-07-2024,16-09-2024,2,Jessica Woods,South Megan,Central,i5,i5,8GB,64GB,1TB
Mobile Phone,Lenovo,6F3C9533,Serve there agent company sort official member argue center clearly reality wear set.,23934,23-04-2024,30-05-2024,5,Ryan Stone,Michaelborough,Central,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Mobile Phone,Samsung,F6CB0D1D,Collection sort firm military rule live itself effect final area son region state.,54667,05-03-2024,19-03-2024,8,Dale Dixon,East Vanessamouth,East,N/A,MediaTek Helio,16GB,256GB,N/A
Laptop,HP,CB19C01A,Could house trip than book high among.,87973,14-02-2024,19-03-2024,8,Andrew Martinez,South John,West,i3,i3,8GB,256GB,2TB
Laptop,Microsoft,6E90BF10,Support blue fall that east late key start include.,164990,19-07-2023,31-07-2023,9,Kyle Perez,Alanbury,East,i5,i5,16GB,64GB,256GB
Laptop,Apple,2D36CE07,Board firm yard sound admit save world arrive democratic.,26558,14-12-2024,19-12-2024,7,Samuel Walker,Martinshire,West,Ryzen 7,Ryzen 7,32GB,1TB,256GB
Laptop,Apple,6FEB0264,Respond mother whom from right what live pay information.,94063,20-01-2024,03-03-2024,6,Daniel Kelly,East Nicholasmouth,South,i3,i3,32GB,1TB,256GB
Mobile Phone,Microsoft,F1DF98CE,This perhaps necessary open find but ability truth.,106232,09-05-2024,02-06-2024,10,Megan Russo,Williamfort,North,N/A,Samsung Exynos,4GB,64GB,N/A
Mobile Phone,Dell,CB7C6070,Sister evening business themselves despite bank table house floor matter.,124564,08-12-2024,14-12-2024,3,Brian King,East Joshua,West,N/A,Apple A-Series,8GB,512GB,N/A
Mobile Phone,Nokia,1C2B2743,Could toward top scientist woman together ready cause determine subject.,29870,16-03-2024,24-03-2024,5,Nicole Rodgers,Shawton,East,N/A,Samsung Exynos,12GB,512GB,N/A
Laptop,Redmi,6B969776,Lot general character explain add teach red.,129778,26-12-2023,18-02-2024,4,Cynthia Alvarez,East Sherrihaven,Central,Ryzen 5,Ryzen 5,6GB,256GB,2TB
Mobile Phone,Nokia,5402024F,Often by item color fear bit area message.,147236,17-12-2024,29-01-2025,3,Robert Martin,Laurafort,North,N/A,Samsung Exynos,8GB,512GB,N/A
Mobile Phone,Huawei,8C3163B3,Similar fight give send politics character civil.,164476,17-03-2025,05-05-2025,5,Kayla Martinez,Jeffreyberg,North,N/A,Apple A-Series,4GB,1TB,N/A
Laptop,Google,5155B067,Deal least total stuff field far indeed team.,61786,05-02-2025,05-04-2025,6,Jessica Carpenter,East Grant,South,Ryzen 9,Ryzen 9,12GB,64GB,2TB
Laptop,Acer,65B44B6E,Others ten describe body run world.,138593,25-01-2024,12-02-2024,4,Michael Schwartz,West Brianna,Central,Ryzen 5,Ryzen 5,8GB,128GB,256GB
Laptop,Toshiba,B02FA004,Speak family mention claim worry think.,159089,02-09-2024,04-09-2024,3,David Mullins,East Danielton,Central,Ryzen 9,Ryzen 9,16GB,64GB,1TB
Laptop,Microsoft,32D66C7C,Bill conference fall customer travel onto.,43426,26-10-2024,17-11-2024,4,Amber Gutierrez,East Marthaton,East,i3,i3,32GB,1TB,256GB
Laptop,Lenovo,012A6393,Pick later worker involve spend capital create require campaign.,148163,24-09-2023,27-09-2023,9,Jennifer Underwood,West Ianside,South,i7,i7,8GB,512GB,1TB
Mobile Phone,Asus,D034C23D,Service there shake physical quite camera ask.,115332,15-08-2024,04-10-2024,1,Thomas Huffman,Johnsonton,West,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
Mobile Phone,Google,CCD7000C,Ahead lay information maybe window understand dream bank attorney eight.,40635,24-03-2023,28-04-2023,5,Benjamin Wilson,Griffinstad,East,N/A,Samsung Exynos,8GB,512GB,N/A
Mobile Phone,Lenovo,9E6A87C6,Tonight again two forget leader trade sit media now minute character.,197943,28-06-2024,22-07-2024,1,Michael Santiago,Nathanview,Central,N/A,Samsung Exynos,32GB,512GB,N/A
Laptop,Dell,2CFB1D07,At food organization join each finally ground compare.,36404,25-04-2024,10-05-2024,9,Dale Wood,Lake Sethhaven,Central,Ryzen 3,Ryzen 3,32GB,64GB,1TB
Laptop,Dell,377E3C21,View third agree page issue during particularly out majority.,147019,19-08-2024,09-10-2024,4,Sara Wiggins,Glassfort,South,i7,i7,8GB,128GB,256GB
Laptop,Redmi,C295D97B,Local majority near field data visit however cut value case.,95625,26-12-2023,12-02-2024,7,James Stout,Port Ian,Central,Ryzen 5,Ryzen 5,8GB,1TB,512GB
Laptop,Toshiba,53623210,Leave dark would pass from past institution fight current debate senior.,163135,25-09-2024,03-10-2024,3,Anthony Martinez,Brianton,East,i7,i7,16GB,1TB,2TB
Mobile Phone,Realme,EDA6E3BA,Later could notice ahead recognize machine.,16793,01-06-2024,15-06-2024,3,Nicholas Johnston,West Shariland,East,N/A,Samsung Exynos,16GB,64GB,N/A
Laptop,Realme,F0DB3201,One two across walk south partner certain direction father five.,124711,04-02-2024,25-03-2024,10,Edward Lewis,Casemouth,North,i3,i3,4GB,256GB,2TB
Mobile Phone,Toshiba,2EBF7AEA,Determine by cover bad kitchen send.,56043,21-07-2024,30-08-2024,8,Ronald Smith,West Jessica,West,N/A,Snapdragon 7s,32GB,1TB,N/A
Laptop,Redmi,8A395E21,Plant age decade next account go guess hundred.,20621,06-09-2024,03-11-2024,5,Danielle Allen,Cameronshire,West,i5,i5,12GB,1TB,512GB
Laptop,Realme,58CCE72F,Usually assume since its contain decide lay join focus.,45708,08-02-2024,10-02-2024,10,Theodore Torres,Bryantfort,East,Ryzen 5,Ryzen 5,16GB,1TB,256GB
Mobile Phone,Realme,D7246AE6,Friend matter into development number table land begin policy already radio.,77499,22-01-2025,29-01-2025,5,Zachary Brown,Sharpchester,North,N/A,Apple A-Series,16GB,1TB,N/A
Mobile Phone,Toshiba,20D3F0A0,Respond election tough idea serious most whose environment common we.,68318,28-06-2024,19-07-2024,6,Donna Wright,Lake Charlestown,East,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
Mobile Phone,Acer,A29A4AA7,After provide region certainly what short.,172319,26-10-2024,12-11-2024,2,Sharon Small,Edwardshire,South,N/A,MediaTek Helio,6GB,128GB,N/A
Laptop,Huawei,3884BDF3,Race control challenge score service own pretty.,114089,21-11-2023,17-01-2024,5,Michael Johnson,South Michellefurt,Central,i9,i9,6GB,128GB,1TB
Mobile Phone,Apple,9EC9EED4,List wide art son staff well.,181034,07-11-2024,15-11-2024,9,Matthew Sherman,Bairdbury,Central,N/A,Apple A-Series,6GB,512GB,N/A
Laptop,Motorola,7993E29E,Identify everyone at color hold writer star continue sea pass.,187216,25-04-2024,12-06-2024,10,Craig Martin,Andersonport,North,i9,i9,4GB,64GB,1TB
Mobile Phone,Asus,C6EB40D9,National hot ahead risk join property force pay commercial especially cell member.,174660,20-01-2024,14-02-2024,3,Michael Cox,East Mark,South,N/A,Snapdragon 7s,8GB,1TB,N/A
Mobile Phone,Realme,62AD88CF,Value act others north few none.,107513,26-05-2023,11-07-2023,10,Joseph Kelly,Port Calvinton,West,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
Mobile Phone,Samsung,AD5488E5,Gas it yeah better explain goal believe beat political doctor this century official.,35110,22-01-2024,06-02-2024,10,Aaron Jones,South Joshua,West,N/A,MediaTek Dimensity,12GB,128GB,N/A
Mobile Phone,HP,65E5A41F,Help hot media drug miss total size.,176788,03-09-2024,07-09-2024,4,Daniel Delgado,North Melissa,South,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
Mobile Phone,Realme,1E500B70,Usually degree garden where eight much she upon affect husband either.,97023,07-03-2024,01-05-2024,2,Jennifer Long,North Tracy,East,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
Laptop,Vivo,A20B9E05,Enough meet imagine Republican save staff letter people training allow source factor pass.,109017,23-09-2024,18-11-2024,5,Megan Phillips,Davidview,Central,i7,i7,16GB,256GB,2TB
Laptop,Motorola,EF7B9F57,Former camera head second place put pattern card generation anyone time.,169901,24-11-2024,04-01-2025,2,Amber Padilla,West David,North,i7,i7,8GB,1TB,256GB
Laptop,Vivo,ED7666D2,Kid gun involve owner still voice production service capital because.,190903,03-12-2024,19-12-2024,2,Eric Jimenez,West Nathan,West,i3,i3,32GB,1TB,1TB
Mobile Phone,Google,3701B10B,Decision north lose item hear meet main happen everything.,50430,29-09-2024,28-10-2024,5,Sherri Lee,North Christopher,West,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Mobile Phone,Nokia,E4D8A408,Field compare most local whatever everything deep dinner event defense create necessary result recently.,193432,30-03-2024,03-04-2024,6,Jared Jones,New Kathy,South,N/A,Snapdragon 7s,16GB,1TB,N/A
Mobile Phone,Realme,284B1364,Somebody affect three model create each.,194544,08-07-2024,09-07-2024,7,Alexis Mcmahon,Anthonyborough,West,N/A,Samsung Exynos,16GB,256GB,N/A
Mobile Phone,Google,50BCDA82,Room man nation foot rather relationship upon much board certain occur industry.,193795,03-08-2023,27-09-2023,10,Travis Thompson,Fisherton,Central,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
Mobile Phone,Microsoft,CEB55E93,Pressure key right watch page your natural entire.,89637,24-03-2024,16-04-2024,3,Renee Hebert,South Katherine,Central,N/A,Snapdragon 7s,12GB,256GB,N/A
Mobile Phone,iQOO,D5D0354A,Material various bag center could remember scientist stuff carry president prove product.,106709,19-08-2024,08-09-2024,7,James Rogers,South Jason,Central,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
Laptop,HP,94535A4A,Guess student quality huge share traditional if argue hard necessary top.,129414,04-09-2023,30-10-2023,5,Stacy Wilson,South Karen,Central,Ryzen 9,Ryzen 9,8GB,256GB,512GB
Mobile Phone,Vivo,A0CDA4C2,Positive probably responsibility attack despite forget pay account past team site.,80553,12-09-2023,20-10-2023,10,Robert Moore,New Jacobfort,South,N/A,Apple A-Series,6GB,64GB,N/A
Laptop,Sony,259A1D78,Unit require everyone whether dog ahead group participant onto indicate newspaper know.,23447,07-01-2024,07-02-2024,6,Albert Young,Adamsland,South,i3,i3,4GB,1TB,256GB
Laptop,Vivo,0077FA17,Large trade seem type art risk movement kind each never.,56015,30-04-2024,01-05-2024,2,Sarah Hale,Johnsonport,Central,Ryzen 7,Ryzen 7,8GB,512GB,1TB
Mobile Phone,Oppo,E0C92BAF,Deep threat east keep which model draw prove upon would add interest from deep.,83994,31-05-2023,08-06-2023,6,Rebecca Velasquez,Alyssaland,North,N/A,MediaTek Dimensity,12GB,128GB,N/A
Laptop,Microsoft,7E1CF94F,Against seem now product discussion down safe necessary treat environment read how.,187175,20-02-2024,27-03-2024,7,Luke Rich,New Derekborough,Central,i7,i7,12GB,512GB,512GB
Laptop,Asus,832544AC,Quality nothing agree hope know eight seek near war consumer without evening recognize.,147104,02-11-2024,02-12-2024,6,Jimmy Jones,Thomasfort,North,i5,i5,12GB,64GB,2TB
Mobile Phone,Redmi,43A2B610,Boy base inside out five mind commercial there meet simple provide early whatever.,32549,12-12-2023,20-01-2024,9,Scott Carey,Lake Davidfort,East,N/A,Apple A-Series,6GB,256GB,N/A
Mobile Phone,HP,7EDBA52E,Thing unit scene woman open fact edge building.,155276,07-12-2024,21-12-2024,2,Lisa Pratt,Lancefort,West,N/A,Apple A-Series,4GB,64GB,N/A
Mobile Phone,Vivo,BBD5B929,Determine family manage education expect store number accept thus behavior major around present.,142092,13-06-2024,08-07-2024,6,Tammy Long,Taylorstad,South,N/A,MediaTek Helio,32GB,512GB,N/A
Laptop,iQOO,FCBEBA39,Many identify experience before skin lose medical.,66339,14-06-2023,13-08-2023,3,Gregory Moore,Weberport,North,Ryzen 5,Ryzen 5,6GB,1TB,2TB
Laptop,Redmi,CCE3B35B,Leader speak probably pattern red growth at student.,80151,05-07-2024,15-07-2024,6,Donald Noble,Matthewborough,North,Ryzen 9,Ryzen 9,16GB,128GB,512GB
Laptop,Redmi,ED0A218D,Sort to morning war employee contain.,179355,05-06-2023,18-07-2023,4,Ryan Vasquez,Rivasside,Central,Ryzen 5,Ryzen 5,4GB,64GB,512GB
Mobile Phone,Asus,236229F4,Player see course ago threat play various bit type read.,65815,03-08-2023,19-08-2023,3,Charles Phillips,North Samuel,East,N/A,MediaTek Dimensity,32GB,128GB,N/A
Mobile Phone,Redmi,27951628,Result production example two parent hand from as buy.,183515,21-11-2023,18-12-2023,6,Kathleen Edwards,New Richard,Central,N/A,Snapdragon 7s,6GB,512GB,N/A
Laptop,Apple,3A3A9055,Win church appear conference almost government evidence ago part.,97658,09-01-2024,08-03-2024,6,John Jones,Robertport,Central,Ryzen 3,Ryzen 3,32GB,64GB,2TB
Mobile Phone,Huawei,4BF2C2D3,Speak always clear information national view hair usually discuss fly.,154879,12-04-2024,01-06-2024,5,Jacqueline Beltran,Johnsonberg,North,N/A,MediaTek Helio,12GB,512GB,N/A
Mobile Phone,Nokia,4A44CBFC,Break pay far goal short power identify surface summer serious lawyer.,105540,03-03-2024,25-03-2024,8,Rachel Lynch,Fergusonview,East,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
Mobile Phone,Microsoft,5493C52C,Enjoy smile firm wrong four so artist TV.,39670,22-10-2023,29-11-2023,1,Michael Rodriguez,East Margaret,South,N/A,Apple A-Series,16GB,64GB,N/A
Mobile Phone,Realme,853FDAE2,Boy notice book yes various organization behind buy responsibility wife summer provide former.,157170,15-03-2024,19-03-2024,6,Mark Rangel,East Craigtown,North,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
Laptop,Asus,D97C4BF6,Speech debate consider avoid scene write black own fact.,85806,13-03-2025,24-04-2025,2,Tiffany Reyes,Dicksonland,West,Ryzen 9,Ryzen 9,6GB,256GB,512GB
Laptop,Lenovo,F8A5528B,War authority way stay letter goal difference hit.,137878,28-06-2023,09-07-2023,3,Michael Conrad,Lake Laurenside,East,Ryzen 9,Ryzen 9,6GB,512GB,1TB
Laptop,Oppo,89C1B461,Firm describe you thank similar in expect trial likely rest able seven thing.,102330,16-04-2023,19-05-2023,3,Mr. Russell Ross,North Pamelaville,Central,Ryzen 9,Ryzen 9,12GB,128GB,512GB
Laptop,Huawei,4F5C0087,Care marriage good building type model have ahead name.,135921,08-03-2025,28-04-2025,8,Jody Wagner,Port Amanda,North,i7,i7,8GB,256GB,1TB
Mobile Phone,HP,3AEABD7F,Least specific education decide recently analysis day person sign case three language.,175510,15-06-2024,21-07-2024,7,Mark Horn,Port Alexis,North,N/A,Apple A-Series,8GB,64GB,N/A
Mobile Phone,Lenovo,5F8B4817,Few nearly such new store seven social.,109411,20-08-2023,21-09-2023,3,Benjamin Cruz,Crystalbury,West,N/A,MediaTek Dimensity,32GB,128GB,N/A
Laptop,Toshiba,ECF9D85D,On effort customer first war old both weight four five tax dark.,92708,02-08-2023,28-09-2023,3,Joshua Escobar,Lake Jennifer,East,Ryzen 3,Ryzen 3,6GB,128GB,256GB
Mobile Phone,Motorola,8FA8F3AC,Point source its tell spend available building direction nearly seem decision.,139015,19-03-2025,11-05-2025,4,Patricia Richard,Jacobport,North,N/A,MediaTek Dimensity,12GB,128GB,N/A
Mobile Phone,Vivo,3E4F0B70,Purpose right close player trade this cover force.,12960,29-05-2024,16-06-2024,5,Tanner Noble,Amandatown,North,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Mobile Phone,Nokia,34ADC2F7,Letter threat sort wonder start husband character contain four under.,143341,23-04-2024,21-06-2024,9,Anthony Garcia,Rachelside,East,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
Mobile Phone,Samsung,12EB1A7A,Forward politics spring avoid us song medical simply.,32956,18-04-2024,09-05-2024,5,Michael Martin,East Aaron,North,N/A,MediaTek Helio,12GB,128GB,N/A
Mobile Phone,Huawei,8233655C,Mention produce federal entire ground forward choose begin interest similar.,198702,17-07-2024,05-08-2024,10,Jody Turner,New Jessicashire,Central,N/A,Samsung Exynos,6GB,1TB,N/A
Mobile Phone,Sony,1039117D,Would foot manage investment sort husband shoulder natural phone.,57473,13-01-2024,07-03-2024,7,Jennifer Jacobson,Acostaberg,East,N/A,MediaTek Helio,32GB,64GB,N/A
Mobile Phone,HP,F349FA2E,Action recently meeting deal phone organization enjoy everything difficult start all smile.,115658,01-02-2024,28-03-2024,9,Kathleen Vaughan,West Kaylaview,East,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
Laptop,Toshiba,CF06A4D5,Note true idea involve we research let general early however stand sign who.,52731,31-01-2025,06-02-2025,2,Robert Morgan,East Amyville,South,i9,i9,8GB,64GB,2TB
Mobile Phone,Oppo,98090AC0,Agree sport ready order performance million alone.,32078,02-06-2024,24-06-2024,2,Diane Frey,East Andreaside,East,N/A,MediaTek Helio,16GB,64GB,N/A
Laptop,Asus,5AB7ACFD,Weight coach action yard professional candidate away next popular.,15838,12-07-2023,07-09-2023,4,Dennis Berger,Wheelerburgh,West,Ryzen 3,Ryzen 3,4GB,512GB,2TB
